Row ID,Date,Fills,Latitude,Longitude
247,01/06/2014,3,-37.802,145.042
248,01/06/2014,0,-37.802,145.042
249,10/12/2016,3,-37.802,145.042
250,11/09/2016,2,-37.802,145.042
251,11/09/2016,2,-37.802,145.042
252,10/12/2016,1,-37.802,145.042
253,10/12/2016,1,-37.802,145.042
254,28/11/2015,0,-37.802,145.042
255,28/11/2015,0,-37.802,145.042
256,28/11/2015,0,-37.802,145.042
257,28/11/2015,2,-37.802,145.042
258,01/12/2017,2,-37.802,145.042
259,01/12/2017,0,-37.802,145.042
260,01/12/2017,0,-37.802,145.042
261,08/06/2017,1,-37.802,145.042
262,19/09/2014,2,-37.802,145.042
263,19/09/2014,2,-37.802,145.042
264,06/06/2016,3,-37.802,145.042
265,10/11/2015,2,-37.802,145.042
266,16/06/2017,1,-37.802,145.042
267,22/01/2016,0,-37.802,145.042
268,09/12/2017,1,-37.802,145.042
269,09/12/2017,3,-37.802,145.042
270,28/12/2017,0,-37.802,145.042
271,30/07/2015,0,-37.802,145.042
272,30/07/2015,1,-37.802,145.042
273,30/07/2015,2,-37.802,145.042
274,16/09/2017,0,-37.802,145.042
275,16/09/2017,3,-37.802,145.042
276,13/10/2017,0,-37.802,145.042
277,13/10/2017,3,-37.802,145.042
278,13/10/2017,0,-37.802,145.042
279,13/10/2017,0,-37.802,145.042
280,26/09/2015,1,-37.802,145.042
281,26/09/2015,1,-37.802,145.042
282,02/11/2015,3,-37.802,145.042
283,26/09/2015,2,-37.802,145.042
284,26/09/2015,0,-37.802,145.042
285,26/09/2015,3,-37.802,145.042
286,18/12/2016,0,-37.802,145.042
287,18/12/2016,0,-37.802,145.042
288,18/12/2016,3,-37.802,145.042
289,20/11/2016,2,-37.802,145.042
290,20/11/2016,1,-37.802,145.042
291,20/11/2016,3,-37.802,145.042
292,20/11/2016,2,-37.802,145.042
293,26/12/2014,3,-37.802,145.042
294,26/12/2014,3,-37.802,145.042
295,26/12/2014,3,-37.802,145.042
296,26/12/2014,2,-37.802,145.042
297,26/12/2014,3,-37.802,145.042
298,28/10/2016,2,-37.802,145.042
299,28/10/2016,1,-37.802,145.042
300,28/10/2016,1,-37.802,145.042
301,28/10/2016,3,-37.802,145.042
302,28/10/2016,3,-37.802,145.042
303,19/11/2017,0,-37.802,145.042
304,04/05/2015,1,-37.802,145.042
305,30/12/2014,1,-37.802,145.042
306,01/06/2014,3,-37.802,145.042
307,01/06/2014,1,-37.802,145.042
308,15/04/2017,0,-37.802,145.042
309,12/09/2016,3,-37.802,145.042
310,12/09/2016,3,-37.802,145.042
311,12/09/2016,3,-37.802,145.042
312,12/09/2016,1,-37.802,145.042
313,27/09/2014,0,-37.802,145.042
314,09/08/2014,2,-37.802,145.042
315,09/08/2014,2,-37.802,145.042
316,28/12/2014,0,-37.802,145.042
317,04/11/2014,2,-37.802,145.042
318,04/11/2014,3,-37.802,145.042
319,04/11/2014,0,-37.802,145.042
320,04/11/2014,1,-37.802,145.042
321,04/11/2014,3,-37.802,145.042
322,19/09/2014,3,-37.802,145.042
323,23/04/2016,2,-37.802,145.042
324,23/04/2016,0,-37.802,145.042
325,03/11/2017,2,-37.802,145.042
326,30/08/2016,2,-37.802,145.042
327,30/08/2016,0,-37.802,145.042
328,30/08/2016,0,-37.802,145.042
329,30/08/2016,3,-37.802,145.042
330,30/08/2016,2,-37.802,145.042
331,25/04/2016,2,-37.802,145.042
332,25/04/2016,2,-37.802,145.042
333,25/04/2016,1,-37.802,145.042
334,01/09/2015,1,-37.802,145.042
335,01/09/2015,3,-37.802,145.042
336,01/09/2015,3,-37.802,145.042
337,12/07/2014,1,-37.802,145.042
338,12/07/2014,3,-37.802,145.042
339,22/06/2015,0,-37.802,145.042
340,13/04/2014,1,-37.802,145.042
341,13/04/2014,1,-37.802,145.042
342,13/04/2014,3,-37.802,145.042
343,13/04/2014,2,-37.802,145.042
344,20/12/2015,1,-37.802,145.042
345,15/06/2017,1,-37.802,145.042
346,08/07/2017,1,-37.802,145.042
347,08/07/2017,2,-37.802,145.042
348,08/07/2017,2,-37.802,145.042
349,01/09/2016,3,-37.802,145.042
350,01/09/2016,1,-37.802,145.042
351,01/09/2016,3,-37.802,145.042
352,01/09/2016,1,-37.802,145.042
353,01/09/2016,2,-37.802,145.042
354,08/04/2016,2,-37.802,145.042
355,08/04/2016,1,-37.802,145.042
356,08/04/2016,1,-37.802,145.042
357,08/04/2016,0,-37.802,145.042
358,23/04/2016,1,-37.802,145.042
359,08/03/2017,1,-37.802,145.042
360,08/03/2017,2,-37.802,145.042
361,25/09/2017,1,-37.802,145.042
362,25/09/2017,3,-37.802,145.042
363,25/09/2017,3,-37.802,145.042
364,25/09/2017,2,-37.802,145.042
365,24/09/2014,3,-37.802,145.042
366,21/10/2016,0,-37.802,145.042
367,21/10/2016,1,-37.802,145.042
368,21/10/2016,1,-37.802,145.042
369,21/10/2016,2,-37.802,145.042
370,29/05/2017,1,-37.802,145.042
371,29/05/2017,1,-37.802,145.042
372,23/07/2014,1,-37.802,145.042
373,23/07/2014,0,-37.802,145.042
374,23/07/2014,0,-37.802,145.042
375,23/07/2014,3,-37.802,145.042
376,28/09/2016,0,-37.802,145.042
377,27/08/2017,3,-37.802,145.042
378,28/04/2015,2,-37.802,145.042
379,28/04/2015,1,-37.802,145.042
380,28/04/2015,2,-37.802,145.042
381,28/10/2016,3,-37.802,145.042
382,28/10/2016,3,-37.802,145.042
383,26/06/2015,2,-37.802,145.042
384,27/11/2015,2,-37.802,145.042
385,27/11/2015,1,-37.802,145.042
386,03/12/2015,3,-37.802,145.042
387,03/12/2015,2,-37.802,145.042
388,24/11/2014,0,-37.802,145.042
389,11/12/2017,2,-37.802,145.042
390,11/12/2017,1,-37.802,145.042
391,21/09/2014,2,-37.802,145.042
392,21/09/2014,3,-37.802,145.042
393,07/06/2014,0,-37.802,145.042
394,30/06/2017,1,-37.802,145.042
395,17/10/2017,0,-37.802,145.042
396,17/10/2017,0,-37.802,145.042
397,31/10/2015,1,-37.802,145.042
398,08/09/2016,0,-37.802,145.042
399,08/09/2016,3,-37.802,145.042
400,08/09/2016,0,-37.802,145.042
401,08/09/2016,3,-37.802,145.042
402,24/12/2014,3,-37.802,145.042
403,16/04/2014,0,-37.802,145.042
404,24/12/2017,1,-37.802,145.042
405,08/12/2017,1,-37.802,145.042
406,08/12/2017,1,-37.802,145.042
407,08/12/2017,3,-37.802,145.042
408,08/12/2017,1,-37.802,145.042
409,08/12/2017,3,-37.802,145.042
410,08/12/2017,0,-37.802,145.042
411,08/12/2017,3,-37.802,145.042
412,08/12/2017,0,-37.802,145.042
413,08/12/2017,0,-37.802,145.042
414,03/11/2017,1,-37.802,145.042
415,03/11/2017,0,-37.802,145.042
416,24/06/2017,2,-37.802,145.042
417,14/04/2016,1,-37.802,145.042
418,06/11/2017,2,-37.802,145.042
419,04/03/2017,0,-37.802,145.042
420,04/03/2017,2,-37.802,145.042
421,22/06/2014,1,-37.802,145.042
422,19/10/2017,0,-37.802,145.042
423,19/10/2017,3,-37.802,145.042
424,21/08/2017,3,-37.802,145.042
425,23/11/2017,3,-37.802,145.042
426,23/11/2017,0,-37.802,145.042
427,12/09/2014,1,-37.802,145.042
428,01/10/2017,2,-37.802,145.042
429,15/04/2016,2,-37.802,145.042
430,15/04/2016,1,-37.802,145.042
431,15/04/2016,2,-37.802,145.042
432,15/04/2016,3,-37.802,145.042
433,06/06/2016,1,-37.802,145.042
434,19/12/2014,1,-37.802,145.042
435,19/12/2014,1,-37.802,145.042
436,12/06/2016,0,-37.802,145.042
437,12/06/2016,0,-37.802,145.042
438,15/09/2017,0,-37.802,145.042
439,20/01/2017,3,-37.802,145.042
440,05/09/2016,0,-37.802,145.042
441,05/09/2016,1,-37.802,145.042
442,05/09/2016,2,-37.802,145.042
443,05/09/2016,0,-37.802,145.042
444,05/09/2016,0,-37.802,145.042
445,05/09/2016,3,-37.802,145.042
446,20/03/2017,2,-37.802,145.042
447,01/04/2016,0,-37.802,145.042
448,01/04/2016,3,-37.802,145.042
449,01/04/2016,0,-37.802,145.042
450,01/04/2016,1,-37.802,145.042
451,01/04/2016,1,-37.802,145.042
452,01/04/2016,3,-37.802,145.042
453,20/10/2017,1,-37.802,145.042
454,20/10/2017,3,-37.802,145.042
455,13/12/2016,3,-37.802,145.042
456,12/02/2014,0,-37.802,145.042
457,26/09/2016,3,-37.802,145.042
458,26/09/2016,0,-37.802,145.042
459,15/12/2015,1,-37.802,145.042
460,15/12/2015,2,-37.802,145.042
461,15/12/2015,0,-37.802,145.042
462,22/04/2016,0,-37.802,145.042
463,22/04/2016,3,-37.802,145.042
464,22/04/2016,0,-37.802,145.042
465,22/04/2016,2,-37.802,145.042
466,22/04/2016,3,-37.802,145.042
467,17/01/2015,1,-37.802,145.042
468,31/03/2017,0,-37.802,145.042
469,16/12/2016,2,-37.802,145.042
470,20/12/2015,3,-37.802,145.042
471,09/11/2014,0,-37.802,145.042
472,09/11/2014,3,-37.802,145.042
473,09/11/2014,2,-37.802,145.042
474,09/11/2014,0,-37.802,145.042
475,09/11/2014,1,-37.802,145.042
476,09/11/2014,3,-37.802,145.042
477,12/07/2016,3,-37.802,145.042
478,27/10/2016,0,-37.802,145.042
479,26/06/2016,0,-37.802,145.042
480,26/06/2016,2,-37.802,145.042
481,06/10/2014,2,-37.802,145.042
482,22/07/2014,2,-37.802,145.042
483,22/07/2014,2,-37.802,145.042
484,10/06/2017,2,-37.802,145.042
485,10/06/2017,0,-37.802,145.042
486,10/06/2017,0,-37.802,145.042
487,29/10/2014,2,-37.802,145.042
488,09/06/2014,0,-37.802,145.042
489,09/06/2014,3,-37.802,145.042
490,09/06/2014,0,-37.802,145.042
491,14/09/2014,3,-37.802,145.042
492,14/09/2014,2,-37.802,145.042
493,09/05/2016,2,-37.802,145.042
494,18/03/2016,1,-37.802,145.042
495,27/12/2015,1,-37.802,145.042
496,25/07/2016,3,-37.802,145.042
497,25/07/2016,1,-37.802,145.042
498,25/07/2016,0,-37.802,145.042
499,25/07/2016,3,-37.802,145.042
500,30/05/2016,1,-37.802,145.042
501,30/05/2016,2,-37.802,145.042
502,30/05/2016,1,-37.802,145.042
503,30/05/2016,0,-37.802,145.042
504,30/05/2016,1,-37.802,145.042
505,12/11/2017,0,-37.802,145.042
506,16/03/2015,1,-37.802,145.042
507,16/03/2015,0,-37.802,145.042
508,16/03/2015,1,-37.802,145.042
509,16/03/2015,1,-37.802,145.042
510,26/11/2017,3,-37.802,145.042
511,26/11/2017,1,-37.802,145.042
512,20/10/2016,3,-37.802,145.042
513,21/12/2017,2,-37.802,145.042
514,21/12/2017,2,-37.802,145.042
515,22/01/2017,1,-37.802,145.042
516,22/01/2017,2,-37.802,145.042
517,22/01/2017,3,-37.802,145.042
518,22/01/2017,0,-37.802,145.042
519,22/03/2015,0,-37.802,145.042
520,22/03/2015,2,-37.802,145.042
521,22/03/2015,3,-37.802,145.042
522,23/01/2017,3,-37.802,145.042
523,21/05/2016,0,-37.802,145.042
524,21/05/2016,2,-37.802,145.042
525,26/12/2015,3,-37.802,145.042
526,21/10/2017,3,-37.802,145.042
527,21/10/2017,3,-37.802,145.042
528,03/09/2015,3,-37.802,145.042
529,03/09/2015,0,-37.802,145.042
530,03/09/2015,1,-37.802,145.042
531,07/11/2015,2,-37.802,145.042
532,07/09/2017,2,-37.802,145.042
533,29/05/2016,1,-37.802,145.042
534,29/05/2016,0,-37.802,145.042
535,10/07/2016,1,-37.802,145.042
536,03/09/2017,2,-37.802,145.042
537,03/12/2015,0,-37.802,145.042
538,07/12/2015,3,-37.802,145.042
539,07/12/2015,0,-37.802,145.042
540,01/02/2014,3,-37.802,145.042
541,14/07/2016,3,-37.802,145.042
542,18/12/2015,2,-37.802,145.042
543,11/05/2014,0,-37.802,145.042
544,11/05/2014,1,-37.802,145.042
545,11/05/2014,2,-37.802,145.042
546,19/11/2017,3,-37.802,145.042
547,19/11/2017,0,-37.802,145.042
548,15/11/2015,2,-37.802,145.042
549,15/11/2015,0,-37.802,145.042
550,15/11/2015,1,-37.802,145.042
551,15/04/2016,2,-37.802,145.042
552,11/09/2017,3,-37.802,145.042
553,24/11/2017,1,-37.802,145.042
554,29/06/2017,0,-37.802,145.042
555,03/03/2014,3,-37.802,145.042
556,10/06/2016,0,-37.802,145.042
557,10/06/2016,2,-37.802,145.042
558,10/06/2016,3,-37.802,145.042
559,20/11/2017,1,-37.802,145.042
560,20/11/2017,0,-37.802,145.042
561,14/09/2014,0,-37.802,145.042
562,14/09/2014,2,-37.802,145.042
563,07/12/2015,0,-37.802,145.042
564,07/12/2015,3,-37.802,145.042
565,07/12/2017,3,-37.802,145.042
566,01/10/2017,3,-37.802,145.042
567,01/10/2017,2,-37.802,145.042
568,01/10/2017,0,-37.802,145.042
569,01/10/2017,2,-37.802,145.042
570,28/12/2017,3,-37.802,145.042
571,28/12/2017,3,-37.802,145.042
572,28/12/2017,2,-37.802,145.042
573,28/12/2017,3,-37.802,145.042
574,03/11/2016,1,-37.802,145.042
575,18/09/2015,1,-37.802,145.042
576,18/09/2015,0,-37.802,145.042
577,18/09/2015,0,-37.802,145.042
578,20/07/2017,3,-37.802,145.042
579,20/07/2017,0,-37.802,145.042
580,10/09/2015,1,-37.802,145.042
581,01/12/2017,0,-37.802,145.042
582,01/12/2017,3,-37.802,145.042
583,01/12/2017,0,-37.802,145.042
584,01/12/2017,1,-37.802,145.042
585,01/12/2017,0,-37.802,145.042
586,03/07/2015,3,-37.802,145.042
587,03/07/2015,1,-37.802,145.042
588,20/03/2016,3,-37.802,145.042
589,20/03/2016,3,-37.802,145.042
590,20/03/2016,2,-37.802,145.042
591,20/03/2016,0,-37.802,145.042
592,09/01/2014,3,-37.802,145.042
593,09/01/2014,3,-37.802,145.042
594,08/08/2014,0,-37.802,145.042
595,08/08/2014,0,-37.802,145.042
596,08/08/2014,2,-37.802,145.042
597,08/08/2014,0,-37.802,145.042
598,14/07/2016,1,-37.802,145.042
599,16/07/2016,3,-37.802,145.042
600,16/07/2016,1,-37.802,145.042
601,16/07/2016,1,-37.802,145.042
602,15/03/2014,0,-37.802,145.042
603,15/03/2014,2,-37.802,145.042
604,15/03/2014,2,-37.802,145.042
605,15/03/2014,3,-37.802,145.042
606,15/03/2014,2,-37.802,145.042
607,23/05/2014,0,-37.802,145.042
608,23/05/2014,2,-37.802,145.042
609,23/05/2014,0,-37.802,145.042
610,28/04/2016,0,-37.802,145.042
611,28/04/2016,1,-37.802,145.042
612,11/09/2016,3,-37.802,145.042
613,11/09/2016,0,-37.802,145.042
614,14/11/2017,3,-37.802,145.042
615,14/11/2017,2,-37.802,145.042
616,18/08/2017,0,-37.802,145.042
617,18/08/2017,2,-37.802,145.042
618,18/08/2017,0,-37.802,145.042
619,18/08/2017,1,-37.802,145.042
620,18/08/2017,1,-37.802,145.042
621,26/12/2014,2,-37.802,145.042
622,29/11/2015,2,-37.802,145.042
623,29/11/2015,1,-37.802,145.042
624,29/11/2015,2,-37.802,145.042
625,29/11/2015,2,-37.802,145.042
626,15/09/2017,0,-37.802,145.042
627,19/05/2017,2,-37.802,145.042
628,17/12/2017,3,-37.802,145.042
629,17/12/2017,1,-37.802,145.042
630,11/12/2016,2,-37.802,145.042
631,11/12/2016,0,-37.802,145.042
632,11/12/2016,3,-37.802,145.042
633,24/09/2017,0,-37.802,145.042
634,24/09/2017,1,-37.802,145.042
635,04/10/2015,2,-37.802,145.042
636,15/08/2016,1,-37.802,145.042
637,15/08/2016,1,-37.802,145.042
638,20/05/2016,1,-37.802,145.042
639,20/05/2016,2,-37.802,145.042
640,18/12/2016,1,-37.802,145.042
641,30/07/2017,0,-37.802,145.042
642,30/07/2017,2,-37.802,145.042
643,10/06/2017,2,-37.802,145.042
644,21/07/2017,0,-37.802,145.042
645,30/12/2017,3,-37.802,145.042
646,01/04/2016,1,-37.802,145.042
647,01/04/2016,1,-37.802,145.042
648,11/12/2016,3,-37.802,145.042
649,11/12/2016,1,-37.802,145.042
650,11/12/2016,3,-37.802,145.042
651,23/10/2016,2,-37.802,145.042
652,19/06/2017,3,-37.802,145.042
653,19/06/2017,2,-37.802,145.042
654,22/08/2016,0,-37.802,145.042
655,22/08/2016,1,-37.802,145.042
656,22/08/2016,0,-37.802,145.042
657,19/09/2016,0,-37.802,145.042
658,19/09/2016,2,-37.802,145.042
659,24/08/2015,3,-37.802,145.042
660,24/08/2015,2,-37.802,145.042
661,24/08/2015,1,-37.802,145.042
662,24/08/2015,0,-37.802,145.042
663,26/03/2016,2,-37.802,145.042
664,04/11/2016,3,-37.802,145.042
665,08/06/2017,0,-37.802,145.042
666,08/06/2017,0,-37.802,145.042
667,08/06/2017,0,-37.802,145.042
668,24/12/2014,3,-37.802,145.042
669,09/06/2017,2,-37.802,145.042
670,09/06/2017,0,-37.802,145.042
671,09/06/2017,1,-37.802,145.042
672,15/06/2017,2,-37.802,145.042
673,05/12/2017,1,-37.802,145.042
674,05/12/2017,1,-37.802,145.042
675,05/12/2017,3,-37.802,145.042
676,18/03/2017,2,-37.802,145.042
677,18/03/2017,0,-37.802,145.042
678,18/03/2017,0,-37.802,145.042
679,18/03/2017,3,-37.802,145.042
680,19/11/2016,1,-37.802,145.042
681,19/11/2016,1,-37.802,145.042
682,19/11/2016,3,-37.802,145.042
683,04/11/2017,1,-37.802,145.042
684,04/11/2017,0,-37.802,145.042
685,05/07/2014,2,-37.802,145.042
686,05/07/2014,3,-37.802,145.042
687,05/07/2014,1,-37.802,145.042
688,25/12/2017,0,-37.802,145.042
689,21/06/2014,0,-37.802,145.042
690,21/06/2014,2,-37.802,145.042
691,21/06/2014,0,-37.802,145.042
692,28/03/2015,1,-37.802,145.042
693,28/03/2015,2,-37.802,145.042
694,14/05/2015,1,-37.802,145.042
695,14/05/2015,1,-37.802,145.042
696,14/05/2015,0,-37.802,145.042
697,14/05/2015,0,-37.802,145.042
